datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
02-10-2012 2.00,284.6045207,282.186626,289.3024964,281.7086083,291.8040928,291.6517505,293.2715706,296.8842543,286.1072791,284.5186528,289.7218244,290.5764871,288.7387879,290.4838177,287.5868178,286.352623,285.5273455,287.8206801,284.519697,294.2076707,285.3198946,299.3376149,288.6550861,300.1412588,281.7873837,286.3462705,286.7866039,289.1988381,285.992325,287.733046,304.6820694,303.7997474,309.485,304.4,304.4,303.5
02-10-2012 3.00,284.6024773,282.1952405,289.2881217,281.7012243,291.7987517,291.6616046,293.2606064,296.9072331,286.1866725,284.511265,289.7566724,290.6442798,288.7755556,290.5243329,287.644583,286.3665711,285.6500667,287.8539568,284.5722222,294.2220315,285.4240701,299.4319803,288.6554956,300.1753206,281.850935,286.3532479,286.8802202,289.2781016,286.0054646,287.7786255,304.4357564,303.7559207,309.4007692,304.4,304.4,303.5
02-10-2012 4.00,284.6004339,282.203855,289.273747,281.6938403,291.7934106,291.6714587,293.2496422,296.9302119,286.2660659,284.5038773,289.7915203,290.7120726,288.8123232,290.5648481,287.7023482,286.3805192,285.7727879,287.8872335,284.6247475,294.2363923,285.5282455,299.5263457,288.6559051,300.2093824,281.9144864,286.3602254,286.9738366,289.3573651,286.0186041,287.824205,304.1894433,303.7120939,309.3165385,304.4,304.4,303.5
02-10-2012 5.00,284.5983905,282.2124695,289.2593723,281.6864562,291.7880696,291.6813129,293.238678,296.9531907,286.3454593,284.4964896,289.8263683,290.7798653,288.8490909,290.6053633,287.7601133,286.3944673,285.8955091,287.9205101,284.6772727,294.250753,285.632421,299.6207112,288.6563146,300.2434441,281.9780378,286.3672029,287.0674529,289.4366286,286.0317437,287.8697845,303.9431303,303.6682672,309.2323077,304.4,304.4,303.5
02-10-2012 6.00,284.5963471,282.221084,289.2449976,281.6790722,291.7827285,291.691167,293.2277138,296.9761695,286.4248527,284.4891018,289.8612163,290.8476581,288.8858586,290.6458785,287.8178785,286.4084153,286.0182303,287.9537868,284.729798,294.2651138,285.7365964,299.7150766,288.6567241,300.2775059,282.0415891,286.3741803,287.1610693,289.5158921,286.0448833,287.915364,303.6968173,303.6244405,309.1480769,304.4,304.4,303.5
02-10-2012 7.00,284.5943037,282.2296985,289.2306229,281.6716882,291.7773874,291.7010211,293.2167495,296.9991483,286.5042461,284.4817141,289.8960642,290.9154508,288.9226263,290.6863936,287.8756437,286.4223634,286.1409515,287.9870634,284.7823232,294.2794746,285.8407719,299.809442,288.6571336,300.3115677,282.1051405,286.3811578,287.2546856,289.5951555,286.0580229,287.9609435,303.4505043,303.5806138,309.0638462,304.4,304.4,303.5
02-10-2012 8.00,284.5922603,282.238313,289.2162482,281.6643042,291.7720464,291.7108752,293.2057853,297.0221271,286.5836395,284.4743264,289.9309122,290.9832436,288.9593939,290.7269088,287.9334089,286.4363115,286.2636727,288.0203401,284.8348485,294.2938354,285.9449473,299.9038074,288.6575431,300.3456294,282.1686918,286.3881352,287.3483019,289.674419,286.0711625,288.006523,303.2041912,303.5367871,308.9796154,304.4,304.4,303.5
02-10-2012 9.00,284.5902169,282.2469275,289.2018735,281.6569201,291.7667053,291.7207294,293.1948211,297.0451059,286.663033,284.4669387,289.9657602,291.0510363,288.9961616,290.767424,287.9911741,286.4502596,286.386394,288.0536167,284.8873737,294.3081961,286.0491228,299.9981729,288.6579525,300.3796912,282.2322432,286.3951127,287.4419183,289.7536825,286.0843021,288.0521025,302.9578782,303.4929603,308.8953846,304.4,304.4,303.5
02-10-2012 10.00,284.5881736,282.255542,289.1874988,281.6495361,291.7613643,291.7305835,293.1838569,297.0680848,286.7424264,284.4595509,290.0006081,291.118829,289.0329293,290.8079392,288.0489393,286.4642077,286.5091152,288.0868934,284.939899,294.3225569,286.1532982,300.0925383,288.658362,300.413753,282.2957946,286.4020902,287.5355346,289.832946,286.0974417,288.097682,302.7115652,303.4491336,308.8111538,304.4,304.4,303.5
02-10-2012 11.00,284.5861302,282.2641565,289.1731241,281.6421521,291.7560232,291.7404376,293.1728927,297.0910636,286.8218198,284.4521632,290.0354561,291.1866218,289.069697,290.8484544,288.1067044,286.4781558,286.6318364,288.12017,284.9924242,294.3369177,286.2574737,300.1869037,288.6587715,300.4478147,282.3593459,286.4090676,287.629151,289.9122095,286.1105812,288.1432615,302.4652521,303.4053069,308.7269231,304.4,304.4,303.5
02-10-2012 12.00,284.5840868,282.272771,289.1587494,281.6347681,291.7506821,291.7502917,293.1619284,297.1140424,286.9012132,284.4447755,290.0703041,291.2544145,289.1064646,290.8889696,288.1644696,286.4921038,286.7545576,288.1534467,285.0449495,294.3512785,286.3616491,300.2812691,288.659181,300.4818765,282.4228973,286.4160451,287.7227673,289.991473,286.1237208,288.188841,302.2189391,303.3614802,308.6426923,304.4,304.4,303.5
02-10-2012 13.00,284.5820434,282.2813855,289.1443747,281.627384,291.7453411,291.7601459,293.1509642,297.1370212,286.9806066,284.4373877,290.105152,291.3222073,289.1432323,290.9294848,288.2222348,286.5060519,286.8772788,288.1867233,285.0974747,294.3656392,286.4658246,300.3756346,288.6595905,300.5159382,282.4864486,286.4230225,287.8163837,290.0707365,286.1368604,288.2344205,301.9726261,303.3176534,308.5584615,304.4,304.4,303.5
02-10-2012 14.00,284.58,282.29,289.13,281.62,291.74,291.77,293.14,297.16,287.06,284.43,290.14,291.39,289.18,290.97,288.28,286.52,287,288.22,285.15,294.38,286.57,300.47,288.66,300.55,282.55,286.43,287.91,290.15,286.15,288.28,301.726313,303.2738267,308.4742308,304.4,304.4,303.5
02-10-2012 15.00,284.85,282.51,290.73,282.71,293.97,294.91,296.38,300.76,289.91,285.31,295,293.97,293.94,292.01,289.36,287.63,289.3,289.28,286.47,295.01,289.14,302.28,288.6,300.72,285.51,288.04,290.58,291.32,287.55,289.54,301.48,303.23,308.39,304.4,304.4,303.5
02-10-2012 16.00,286.26,284.44,293.02,285.05,295.59,296.3,297.02,303.48,291.47,286.45,295.95,295.52,294.88,292.86,289.58,287.9,289.85,289.67,287.47,295.04,289.6,302.7,288.65,300.91,287.07,289.21,291.7,291.78,288.14,289.78,300.925,302.77,307.35,304.4,304.4,303.5
02-10-2012 17.00,286.77,287.86,296.18,287.97,297.93,300.13,300.24,306.32,292.86,287.84,297.16,297.44,296.73,294.21,290.13,289.02,290.92,290.72,288.665,295.26,290.77,304.02,288.65,300.69,288.89,289.35,292.57,292.74,288.69,290.44,300.37,301.61,305.87,304.4,304.4,303.5
02-10-2012 18.00,288.95,292.26,299.66,290.61,303.83,303.98,305.1,308.77,295.52,289.18,296.47,299.64,298.73,296.53,291.14,291.21,291.25,292.26,289.86,295.14,291.44,304.81,288.91,299.85,291.07,289.27,293.74,293.82,288.94,291.41,302.04,301.38,304.1,302.4,302.4,300.2
02-10-2012 19.00,289.51,292.73,300.03,292.06,305.03,303.9,305.47,309.24,295.95,289.77,294.23,300.19,299.86,296.48,291.72,291.27,291.18,292.63,290.15,295.46,291.02,304.6,289.25,299.34,291.07,289.19,294.09,294.08,288.94,291.59,301.48,301.49,303.1,302.4,302.4,300.2
02-10-2012 20.00,289.67,295.57,301.07,293.68,306.12,304.22,306.7,310.7,297.24,290.57,293.35,301.13,299.93,296.58,293.17,291.62,290.85,293.82,289.45,295.77,291.21,303.64,289.59,299.31,291.07,288.87,294.15,294.72,288.69,291.8,299.26,301.15,302.1,302.4,302.4,300.2
02-10-2012 21.00,290.29,297.94,302.29,295.32,307.66,302.81,307.22,311.54,298.06,290.84,295.25,301.12,300.25,296.71,293.86,291.42,290.55,293.24,288.45,296.28,291.23,302.45,289.7,299.72,290.38,289.61,293.94,294.85,288.55,291.6,298.71,301.32,302.05,302.4,302.4,300.2
02-10-2012 22.00,291.09,300,304.7,295.18,307.71,303.38,308.79,311.28,297.94,291.29,295.99,301.05,299.78,297.89,294.14,291.22,289.99,292.87,287.45,295.97,290.71,300.51,289.64,299.29,289.44,289.53,292.06,293.2,288.22,290.86,298.71,299.98,297.15,302.4,302.4,300.2
02-10-2012 23.00,291.18,300.55,304.86,296.11,306.87,301.85,308.79,312.01,298.01,291.01,292.81,300.34,299.31,296.13,293.1,290.52,289.12,292.46,287.15,295.41,289.29,299.66,289.83,299.15,288.59,288.75,290.1,290.98,287.92,289.88,298.71,300.26,296.15,302.4,302.4,300.2
03-10-2012 0.00,291.26,300.37,304.08,295.24,305.7,301.66,308.29,311.47,296.84,290.03,292.78,299.2,298.96,295.46,290.97,289.75,288.08,291.94,286.56,295.36,287.95,299.02,289.81,298.66,288.16,287.67,289.69,289.84,287.67,288.72,298.15,300.26,299.71,302.4,302.4,300.2
03-10-2012 1.00,290.62,299.05,302.69,294.38,303.69,299.69,306.22,308.97,294.38,287.07,291.52,296.83,295.98,295.36,289.38,288.74,287.94,290.52,286.56,295.51,287.58,298.66,290.36,298.27,288.34,287.36,289.28,288.99,287.41,288.05,297.59,299.21,294.15,302.4,302.4,300.2
03-10-2012 2.00,288.11,296.42,300.52,292.28,302.02,298.08,303.27,306.11,291.86,285.71,290.9,296.17,294.15,294.94,288.61,288.15,287.31,289.74,286.15,295.16,287.14,298.52,290.48,298.08,288.16,285.5,289.06,288.8,285.86,287.62,297.59,299.49,293.15,302.4,302.4,300.2
03-10-2012 3.00,287.21,294.4,298.56,291.12,300.42,297.74,301.1,304.29,291.42,284.66,290.76,295.99,293.55,293.73,287.16,287.86,287.09,289.91,285.86,295.21,286.96,298.07,291.07,297.88,288.05,285.34,288.96,288.6,285.8,287.07,297.04,299.21,298.71,302.4,302.4,300.2
03-10-2012 4.00,286.6,293.37,297.94,289.93,299.64,295.85,300.45,302.52,291.71,283.5,290.63,295.79,293.195,292.64,285.45,287.13,286.7,289.41,285.15,295.1,286.99,297.95,291.54,297.92,287.61,284.66,288.63,288.54,285.36,286.63,297.59,298.72,300.16,302.4,302.4,300.2
03-10-2012 5.00,285.96,292.12,296.95,287.87,299.62,295.39,298.96,301.27,291.18,282.66,290.26,294.88,292.84,291.56,284.63,286.46,286.87,288.88,285.005,294.93,286.83,297.82,292.46,297.76,287.73,283.52,288.82,288.6,285.62,286.28,298.71,300.2,301.3,302.4,302.4,300.2
03-10-2012 6.00,285.63,290.46,294.14,287.14,296.38,294.28,298.14,300.17,289.46,282.84,289.92,293.89,291.83,290.93,283.47,285.73,286.87,288.56,284.86,295.04,286.74,297.89,293.2,297.76,287.72,283.44,288.86,288.85,285.47,286.18,303.71,302.41,302.115,303.11,303.11,302.53
03-10-2012 7.00,284.71,289.34,293.46,286.54,295.2,294.02,296.17,298.52,288.43,282.25,289.41,292.69,291.48,290.53,281.18,284.56,286.56,288.22,285.15,294.12,286.11,297.89,294.45,297.5,287.44,284.13,288.97,289.05,284.76,286.2,303.71,303.66,302.93,303.11,303.11,302.53
03-10-2012 8.00,284.78,289.21,293.32,286.16,295.2,293.74,297.14,298.24,287.8,282.25,289.28,292.32,291.17,289.29,281.09,284.34,286.56,288.22,285.15,294.07,286.11,297.89,294.51,297.56,287.44,284.22,289.08,289.17,284.69,286.15,305.37,305.28,302.93,303.11,303.11,302.53
03-10-2012 9.00,284.24,287.51,292.39,285.31,294.66,293.23,296.43,297.21,287.16,281.96,289.36,291.83,290.98,288.61,279.53,283.82,286.64,287.93,285.15,293.51,286.52,297.51,294.98,297.1,287.57,284.98,289.12,289.36,284.66,286.12,309.26,305.74,305.49,303.11,303.11,302.53
03-10-2012 10.00,284.17,286.36,291.96,284.3,294.22,292.75,296.44,296.13,286.26,282.24,289.16,291.38,290.66,288.04,278.62,283.52,286.56,287.93,285.15,292.65,286.15,297.51,295.5,297.43,288.02,285.29,289.26,289.5,284.47,286.42,309.82,305.02,306.35,303.11,303.11,302.53
03-10-2012 11.00,283.25,285.53,291.52,283.96,293.86,292.58,295.56,295.67,286.03,282.77,289.24,291.08,290.625,287.92,278.23,283.35,286.38,287.93,285.15,292.06,286.23,297.51,295.56,297.69,288.02,285.83,289.47,289.56,283.75,286.57,310.93,304.22,308.16,303.11,303.11,302.53
03-10-2012 12.00,283.29,284.575,291.135,283.595,293.235,291.76,293.68,293.35,284.71,283.635,289.11,290.885,290.59,286.94,278.175,282.78,287.31,287.93,285.15,291.6,286.31,297.83,295.98,298.08,289.46,286.83,290.26,290.37,284.41,288.6,305.93,303.08,309.68,301.705,300.3,301.915
03-10-2012 13.00,283.35,283.62,290.75,283.23,292.61,292.17,293.38,294.11,284.32,284.5,289.23,290.69,290.59,287.05,278.12,284.08,288.24,287.93,285.56,291.5,286.45,298.61,296.36,298.99,289.79,287.03,291.05,291.18,285.07,289.55,304.82,302.62,310.75,300.3,300.3,301.3
03-10-2012 14.00,282.53,283.09,290.26,283.5,292.44,292.03,292.26,295.13,285.49,285.84,290.18,291.85,291.39,288.56,282.48,286.3,290.58,288.22,285.86,291.98,287.46,300.01,298.06,299.99,290.62,287.91,291.52,292.88,286.34,291.51,303.15,302.12,308.47,300.3,300.3,301.3
03-10-2012 15.00,282.83,284.01,292.67,284.57,295.15,295.6133333,295.3466667,298.64,287.8166667,288.8866667,292.3,293.04,293.4966667,289.9933333,285.6433333,288.24,291.3133333,288.76,286.1933333,292.43,288.6966667,301.2333333,298.1466667,300.9333333,291.2233333,288.84,291.71,292.2633333,287.5566667,292.2433333,301.67,302.7366667,306.19,300.3,300.3,301.3
03-10-2012 16.00,283.13,284.93,295.08,285.64,297.86,299.1966667,298.4333333,302.15,290.1433333,291.9333333,294.42,294.23,295.6033333,291.4266667,288.8066667,290.18,292.0466667,289.3,286.5266667,292.88,289.9333333,302.4566667,298.2333333,301.8766667,291.8266667,289.77,291.9,291.6466667,288.7733333,292.9766667,300.19,303.3533333,303.91,300.3,300.3,301.3
03-10-2012 17.00,283.43,285.85,297.49,286.71,300.57,302.78,301.52,305.66,292.47,294.98,296.54,295.42,297.71,292.86,291.97,292.12,292.78,289.84,286.86,293.33,291.17,303.68,298.32,302.82,292.43,290.7,292.09,291.03,289.99,293.71,298.71,303.97,306.97,300.3,300.3,301.3
03-10-2012 18.00,283.92,286.9,299.48,287.42,303.11,304.45,303.95,306.95,294.53,297.14,297.93,297.66,298.65,294.31,293.23,293.1,293.02,290.6,287.86,293.44,292.59,302.26,299.79,302.44,294.17,292.02,291.48,290.7,291.13,293.01,298.15,300.05,306.3,300.2,300.2,300.9
03-10-2012 19.00,285.06,288.11,301.24,288.61,304.07,305.31,305.76,308.79,295.58,298.21,298.78,298.83,299.2,294.89,294.31,294.3,292.96,290.3,288.56,293.29,293.06,303.89,299.93,300.65,294.88,290.75,291.73,290.75,291.97,292.07,297.59,300.22,305.11,300.2,300.2,300.9
03-10-2012 20.00,286.23,289.44,302.04,289.13,304.01,305.88,307,309.8,296.2,299.32,299.1,299.47,300,295.47,295.17,294.21,292.76,290.18,288.56,293.55,293.65,304.32,299.35,300.88,295.73,290.58,291.83,290.62,292.09,290.76,297.04,300.05,304.11,300.2,300.2,300.9
03-10-2012 21.00,286.73,290.68,303.25,289.41,304.76,305.16,308.22,311.03,297.86,299.53,299.36,299.27,300.04,295.41,295.13,294.1,292.49,289.84,289.44,293.63,293.29,302.17,299.62,301.47,295.89,290.84,291.81,290.62,292.21,290.25,297.59,300.05,302.235,300.2,300.2,300.9
03-10-2012 22.00,287.455,291.91,302.875,289.18,304.18,303.63,309.035,311.22,298.38,299.185,298.98,298.66,298.81,295.985,294.395,293.01,291.5,289.57,289.295,293.165,292.56,301.12,298.455,300.535,295.215,289.825,291.905,290.425,291.38,290.02,297.315,299.63,300.36,300.2,300.2,300.9
03-10-2012 23.00,288.18,293.14,302.5,288.95,303.6,302.1,309.85,311.41,298.9,298.84,298.6,298.05,297.58,296.56,293.66,291.92,290.51,289.3,289.15,292.7,291.83,300.07,297.29,299.6,294.54,288.81,292,290.23,290.55,289.79,297.04,299.21,299.71,300.2,300.2,300.9
04-10-2012 0.00,288.24,292.83,302.81,288.79,302.31,302.17,309.6,311.4,298.78,296,296.91,296.86,295.79,294.9,290.65,290.51,289.87,289.03,289.15,291.9,290.86,299.62,295.51,296.99,293.51,287.96,291.99,290.3,289,289.56,296.48,297.86,298.71,300.2,300.2,300.9
04-10-2012 1.00,286.5,291.37,301.91,287.47,300.72,300.28,307.33,308.64,296.16,292.12,293.73,294.92,293.54,292.77,288.19,289.77,289.8,288.66,289.15,291.57,290.16,299.04,294.14,297.31,292.96,287.62,291.76,290.44,287.96,289.46,295.93,297.86,293.15,300.2,300.2,300.9
04-10-2012 2.00,285.39,289.27,299.96,286.01,299.11,297.77,305.8,306.04,294.63,290.94,291.73,293.73,292.81,291.48,287.1,289.61,289.94,287.93,288.86,291.1,289.96,298.97,293.84,297.46,292.28,287.11,291.76,290.19,285.9,289.49,295.37,297.86,297.71,300.2,300.2,300.9
04-10-2012 3.00,284.26,287,297.82,284.85,297.84,296.63,303.29,303.48,292.57,290.83,290.62,293.12,292.44,289.16,286.25,289.36,289.93,287.66,288.45,290.58,289.48,298.79,293.57,297.88,291.94,287.28,291.62,290.12,285.61,289.53,295.37,296.81,298.78,300.2,300.2,300.9
04-10-2012 4.00,283.46,285.73,296.56,283.91,296.17,294.99,301.78,302.46,292.06,289.76,289.79,292.43,291.71,287.16,285.26,289,289.91,286.82,287.45,290.28,289.04,298.15,293.38,298.16,291.25,287.36,291.53,290.13,285.08,289.59,295.37,297.09,300.55,300.2,300.2,300.9
04-10-2012 5.00,283.74,284,296.01,283.31,294.99,294.41,300.82,300.13,290.23,288.49,288.78,291.87,290.59,287.86,284.55,288.74,290,286.19,287.15,289.93,288.86,297.71,293.18,298.35,291.53,287.87,291.29,290.19,283.67,289.62,302.04,299.78,299.26,300.3,300.3,301.3
04-10-2012 6.00,282.71,282.84,294.68,283.07,294.18,293.98,299.64,298.9,288.77,288.59,288.52,290.86,290.33,284.72,283.47,288.63,289.86,285.41,287.15,288.99,289.19,297.26,293.3,298.57,291.53,287.87,291.15,290.24,283.2,289.68,303.71,302.06,299.95,299.84,299.84,301.53
04-10-2012 7.00,282.44,282.24,293.92,283.15,293.97,293.51,299.53,298.38,288.61,288.94,288.34,290.56,290.23,284.48,283.17,288.52,289.86,285.29,287.005,288.75,288.98,297.26,293.23,298.51,291.53,287.87,291.18,290.13,283.14,289.64,306.48,303.09,300.64,299.84,299.84,301.53
04-10-2012 8.00,281.56,281.43,293.67,282.51,293.13,292.4,298.22,297.51,288.61,288.01,286.62,289.57,289.73,285.54,282.04,288.19,290.29,284.89,286.86,288.06,289.04,297.02,292.86,298.1,291.18,287.7,291.26,290.19,282.83,289.47,310.37,303.89,301.97,299.84,299.84,301.53
04-10-2012 9.00,281.42,281.09,293.41,281.98,292.96,292.26,298,296.84,288.9,287.34,286.62,289.46,289.59,285.14,281.69,288.19,290.13,284.74,286.655,287.93,289.47,296.95,292.79,297.96,291.43,287.7,291.34,290.31,283.24,289.47,309.26,304.25,303.3,299.84,299.84,301.53
04-10-2012 10.00,281.3,280.67,291.81,281.49,292.28,292.17,296.63,295.68,286.88,287.12,287.13,288.98,289.09,284.7,281.32,288.1,289.8,284.55,286.45,287.53,289.18,297.02,292.47,298.1,292.05,287.89,291.46,290.43,283.3,289.47,309.82,303.57,304.87,299.84,299.84,301.53
04-10-2012 11.00,280.97,280.77,291.16,281.14,291.78,291.34,295.47,295.04,286.35,285.02,287.07,288.57,289.23,284.54,280.74,288.04,289.53,284.47,286.45,287.39,288.64,297.02,292.07,298.28,292.23,287.84,291.62,290.63,283.02,289.41,307.59,303.06,305.87,299.84,299.84,301.53
04-10-2012 12.00,280.92,281.7,290.4,280.59,291.46,290.99,295.31,294.22,286.09,285.23,286.53,288.36,288.82,283.84,280.57,287.85,289.34,284.44,286.45,287.66,288.64,297.25,292.24,298.99,292.23,287.94,291.94,290.84,283.38,289.73,305.37,302.73,307.35,298.7,298.7,298.5
04-10-2012 13.00,280.91,281.44,289.99,279.65,291.35,290.84,293.39,293.93,287.84,286.1,286.78,289.05,289.48,284.74,281.86,288.67,289.14,285.65,286.45,288.58,288.98,297.65,292.6,300.66,292.55,288.49,292.21,291.25,284.55,290.19,303.15,302.22,307.68,298.7,298.7,298.5
04-10-2012 14.00,280.04,282.77,290.19,279.15,291.32,290.72,294.94,294.64,287.74,286.46,287.87,291.33,290.14,287,284.98,289.8,289.07,286.83,286.45,289.52,290.02,298.28,295.32,302.25,292.73,288.91,293.22,292.58,285.7,290.7,300.93,301.42,308.75,298.7,298.7,298.5
04-10-2012 15.00,280.15,283.79,291.28,279.72,292.95,293.68,296.49,297.71,290.84,288.74,291.8,293.88,294.13,290.29,289.18,291.45,289.4,289.6,286.86,291.45,290.51,299.68,296.92,303.1,293.69,288.72,294.25,292.58,286.85,290.96,298.71,300.34,307.68,298.7,298.7,298.5
04-10-2012 16.00,282.78,286.69,294.26,282.4,294.17,295.81,299.92,300.54,293.01,293.84,296.66,297.66,298.39,293.16,291.55,293.23,289.54,293.44,288.85,292.53,291.68,300.08,298.65,303.95,294.36,288.72,295.42,293.71,288.36,291.15,297.59,299.54,305.895,298.7,298.7,298.5
04-10-2012 17.00,284.38,288.49,296.75,284.72,296.46,298.19,302.56,304.17,295.89,295.85,298.85,299.34,299.49,294.37,294.97,294.64,289.88,294.99,290.45,294.24,292.47,301.02,298.44,303.97,294.68,288.41,296.81,294.72,289.34,291.17,297.04,298.68,304.11,298.7,298.7,298.5
